WhrGmxRYVb,3282
PaNusWy6Tp,3676
onrBEE4UEM,2709
DvP4PktN28,2514
lKlmmjChrD,2876
3pIhoPYHVG,3864
ELRvUruk4M,4361
pMtFwaEfC5,1756
JM9lGN2b37,1293
XtpZ9gFCJB,4913
zLSgwXSxqu,4060
CzEm2vaWk1,1387
HUwTweRUDy,972
GP7UDqEfhu,1474
yENXEv70iC,1447
hYPDdnQJOp,3051
gfjlOKGgoY,1660
6AkokFHTZy,1583
5WAdPiMKog,1316
YjOkonBF23,966
YYX0H3BRCr,979
QHFwCY0yCf,305
0Uf2DlORM9,3926
pKerPOg550,4767
SWqUqTAiMV,3043
HADoMxfriS,2315
gJH0wrmfDw,4133
8OGNrINNEl,1739
5UYudDp967,1931
Aw9wWd68a7,1752
6eN7I04KjY,1915
SRjXSTRw2y,1241
cxBMVp3TE8,626
zFhR6A2u4L,796
5lfpqMMG7B,679
mQyTHI8PdU,818
Tks67nlogh,849
mhGPYB0ziB,639
OD4pqHnDx2,407
mu664FtsKV,4021
dhCeLNwFt3,8273
3ktXcONyDN,5937
TxMq3WmLIj,7766
rmq395Cyvz,7876
nwusBHd4fZ,10497
DJ6yjgaTw2,10381
OWYw9SHGtv,5138
LKiw16T6Lb,4287
XSnTFevrJN,3695
1pdGPGtfNM,3512
BJiwIzRzbR,5720
R28dcFlDEn,1164
Jro9EFN7fV,1635
jgoUQ8y74E,2741
AJBe0NGiKN,3440
vWgjrQANfa,2706
xUSW6ESJJw,4279
TBcCQ70v7h,4087
RyuxtbevGy,3925
mxgctNBWna,2627
jiJSAOMbmX,3102
UX9IGirMq3,6282
29naKtRGTF,2854
4J7EWwxZAA,4601
JLsDwQUIzb,2394
FutWbkxq8D,4189
0e7fEKFnyl,3475
cAEAjcVY7j,120
c7Mr3pXYoJ,6514
PV9mBVmNRD,98
w0kJpEsbQB,14476
mmMI4R77KE,11169
I1T4wKS7CD,9322
HDpGdS8D45,642
vj37tRIGGe,310
9M2zFTe32J,744
SlGJgAcHLE,996
rp5Kg87oNq,694
6Ho4EdHCqk,525
I1mNPUmHvN,993
UtaFEc5vsR,3180
7PQsDjIojZ,3075
7QDYV4YeXV,5155
COKtDBX2D1,7126
fNfS74mV8P,2773
ykv0EkJ37w,2975
JSxKLKg6CV,2653
B2bniwnVxA,2541
loGG7S7yQB,2227
YYdHoTfcSl,3382
63V95PjrEu,655
A86cOgTdRx,745
MI2ugkh2Fz,449
WxEZL8oDZd,751
aDXwf5d3tU,8094
Rs59XXG93L,6237
mMuE0FWwUz,4946
zWm6XCGPtT,3045
dcFsfFokYv,2477
0nr5mSJswp,2200
Ho360JOMME,10
xF7bDdrzjE,1760
oOKp3DxsCd,1026
6eutLN5kn5,278
WGpteHGOjw,335
Dnkj9ERZcM,169
oCePlGlALK,10836
wcEmoVE9rb,859
oDLuUibPPJ,7696
By4qT95dz5,940
ihl6EbPp70,735
5OHj99ObtY,4254
Ax9X0yRw5Z,361
a30l9dbvhs,0
XU9khoS3k0,3366
KYcxllouye,3004
HnvHxE5CZJ,1933
y5EsasLLBI,1263
o7LDLApTbA,2686
SQUWT0k6eI,2791
x5hdSlRYuN,2946
qBxuTPKkoF,2390
umP3DDLuq3,1805
PZzqMgCeph,6319
KwCp0ofR9o,5636
G6EA6sadBa,4179
LdcarA5AmI,6389
ZDJ3u14igM,6591
c2xVjBz2lL,5324
fmFKXGhiil,4575
G1X7JI9v9x,4479
ulkytMLmxM,3774
m9zaBuaciF,8219
Ip7arBFxYz,4865
QWyGxde6Yw,5704
JpzE9MOhfc,7197
KOxCumxlQf,5347
8fHAW12biq,1696
HXXau2JtiG,2138
Z4AYU960qt,3185
7EZLZSqMCh,3039
3AIUUMPG8g,2792
6ZDwuz84Es,1767
zujcGzDPai,1757
0UGalpTZDC,688
EXs9U2OHQH,2196
ecAi6GqLR0,45
oy6rtLvqbt,1990
pkzzc9iFMi,1480
gYhzfPsjJm,802
RzCFe0dK2F,708
LEPLTVJu3F,764
FJE41OG6o5,798
UY24zEVdq2,887
iTk29tjhjg,550
DHgymND1xS,7025
IDarFkAffT,507
xL1Sgpfs7o,5001
z1nBeuTPzW,2548
NwahGuyDxS,99
aB92WMbY7v,95
kHpktenZLB,124
aXDUTEc1tv,132
aMPe5wO1PB,129
yA0JUWzmj7,140
BKBCFFJgSA,2115
FgeviDWKlC,3237
QBHTVAuYhK,329
soR5BkfHDj,1940
S42FKdUK2d,2337
qaiBStOO1T,1597
rKXHh5Px7w,993
BQTbusGUh0,821
CAN9tZA9OG,2863
UxAcdSvE2d,0
VYOX2HEreg,1952
fOrXYK1jBm,0
2bduIwhH9j,1583
t80Lh0wbOS,3109
hBEfetd0Tf,1302
RMgkALS83c,3025
GZEpbI3AHK,2282
hMm4XB97HC,1658
FDEGjZuSmg,9973
kEiLnw5BOk,9167
43ViJbOE1a,5200
2ZqCAAcPnq,2361
SrAybXyCSs,2332
yosd09wLAO,2256
n8yKlF1CVF,2353
UeKZtWrH49,2922
7LH9nqStSf,3610
yDKV6E60ki,3259
dtr98Kk6et,2748
G0QQqYhNwO,788
v8hAu3ymtd,14524
JHy4Hu6QbK,920
VXnsW2zX9Y,3839
fpbJBKgZJE,906
BKUwgf0z4W,11949
mlKHybibMD,716
zHKHfO7EDf,3833
MGB8UAku8v,8675
pWiwdlyNq4,558
kaYWw9XJA9,1197
Ng5n9NRFE7,10060
MQKgDzmIhW,2610
LGx3gw78Ms,1514
d6xB8AOwWy,3687
dafalIA9vg,1200
zADPOenXaV,10606
5ZXpNBmZtt,5298
EHrryDcHWB,5468
Ajv1dg304w,1825
zPXXATHvGL,5111
KTeDbxNEEH,4336
3JqFuXdP7M,5259
G3dcNmcT5I,4453
MhjSed1LVe,2853
zjBwHKqMA5,5312
yfeht0cw4o,7213
3cLFSp1S8f,8220
Zj3a4GQKYP,7209
6E1OIfalIQ,3449
PMzyQvMTgg,5149
38ig47hcrC,4496
None,139
ELBdEPaAsY,2278
UKvBOQFTtu,3000
hO8QWedp1x,1741
vS0KTTh30b,2719
omsbTqxLPj,3778
52Y7Ssr3qc,2233
PEp6F44AQv,3275
scLYeIRrGV,623
bb2S8mwj31,1048
vFCCfJvo91,1491
bBnP5mmEyO,1161
RCYbcaYfqK,664
IjB5hMn30E,415
eODXXFEQ2B,2003
MNi5Q22zns,1952
HCZxah47Pw,3546
y2u0b6LbsK,2616
osLCQIvmxK,2031
TNOdwwAzH9,690
xucf5D6amv,1389
wwvNcBpcuT,371
8cE209LuXw,2108
QxOJnjQzB5,2918
0Nd3k2wcn3,1158
u0aC6dYtvy,1936
t1aurJk3iB,1975
JLZYQ2wvlA,1242
mCrsnrrKyk,2377
qMmJPzfVDj,2345
wauj2Uyjy9,1627
qhEFrswnXc,2022
frehCqDrKL,2784
wAov8eP70h,3528
WLAN1A3GBm,3383
BAGWRPYFEZ,7428
O6qOSJHo8f,6096
E0HHVzfIZy,6013
SuCoOWLuSS,1261
N3gFl4tcxd,1205
YwG8PGnKWv,1650
ccJoJMgvzA,1379
rhy5M7VhO9,2118
29rZYiwqtY,2330
w9vcioe9Dm,2283
uUBQSAGoqy,2124
t0jWDraczH,637
cDAAcpBB6x,1928
BvF64IgvQ1,961
cH9DqrZksU,4986
b3lfy9FKY7,4016
FdjFc0KW45,713
q28R43BQtZ,2967
UqArDzvgtl,1428
xp5zsVUok0,470
xyrrNp8yvO,4862
f97UYyfwNC,948
IcWKaZtHZh,2508
Ak0QkRn3fx,538
nEgCPBDnkR,246
Z0GAUirR6Y,1445
v8Ol6iV0t3,1345
KokxYMLyE2,4688
zZLQ2vlJtB,1066
0lXFth4GHF,5412
8UcOjMQywh,2281
None,29
vOyyUZCEFU,2666
ng2sVSJAfP,1050
tJqmySaTTe,4382
KPfayvHULv,3624
yghhgfoRA6,1966
UmNKem3yzP,2042
HoeRp0sVci,3937
5JTnhd5BJl,1692
tFNt75cF9h,1558
UfDQdTYSu9,2941
M9XoRAyG0Z,2784
x0wGQ3cfNA,8322
lhFINb8qX9,2098
vzEHWouGPR,3439
rioTtHLuJr,3952
k0gsCjmog3,2098
K2ICO6vbE5,8991
wcDfQAqP1w,4535
65QTpFruZO,6188
frkX0FP08M,1447
BPslrKHb9N,1522
Ih9Q4X3nHo,1644
cN7aCCEyR7,1872
qpC1BqLvL7,496
ZfHyr2XdTh,456
xYxINGXscn,449
Ga1mg4dc0W,799
BZ4KQY8PWZ,1316
QtZMinqYYF,1741
X939gUBAAS,1375
Afwoa6jMED,1654
CLeaft9ayC,1585
pVF1S0sUzJ,1893
UhaqRZfAPf,2267
IGftVdKaa3,3069
d0uj48DYPa,2607
McgNBB8gFc,1744
fFNPU2xvQv,2624
9YKXNEzarI,3484
A59WHrKrDb,1058
XOMfGUraQn,5162
R9H1EHGJiI,2821
oWLEtjINvt,3871
xvhgVl09FU,3965
blVzyQ42tk,4125
6GbM4BXQup,3156
OJEl1HGM1d,2796
hZ1avR6T1c,1554
6UWazU06kX,2085
QzFIUacpog,2898
mOQFjB4Ac9,1771
ENKOH3EM0H,1282
Yjvan3XyDE,3169
7gI5jSDWa2,2123
hbMsbjspm4,1060
K1ozqrsFdQ,1073
Q9ZpqMjpsy,2178
96HGwRzpHb,1586
YsnE8gdI1L,2755
cEQSnWdDWd,4194
tcnCofTvZd,6804
pJDKr4vcWH,2540
2QI6FzoXBP,1648
fGoauZYWMt,2629
nZJDbPbA6D,2245
IVMySn16fX,1949
RabP3p0kYM,1766
2SwX79sahS,709
86ARrgjiN4,596
PwYGeuFL4L,1212
NZBFUF4axi,862
Rw5J20ZZPk,361
Lo8ZXAV651,2023
3Dq4YUOfwc,1931
1ikFOkxjgv,1770
Vr0ojuYEp2,3239
ezKAgGyykW,2250
fgxMrq1ruX,1665
KspOjG8VOM,4640
1V2mTLKY3S,7121
RT5yykCqtP,6928
5SYfQY38Sd,3485
GCZIJNxF1p,3487
2xZfXaNy3C,3060
avkfEjj2i1,3269
4so32s1KVz,3000
96JI9Skxt0,3384
44rTPpr6F8,4548
3x2BAz8r40,7053
uWdebPFYq5,3847
niuzv0Dddw,3265
2UGepUpTL7,30840
CparTbgjhk,21685
LVOTAg3Dcv,13301
sfB64SrRs3,19353
JKHCpYXMpV,33596
Qbk1tVmvv3,1941
c9qb5RjE8P,2732
wH93A0Xsyq,1150
jmsHp4E8EG,1637
zCxqgS0daI,2374
GR0AGmWVdA,1618
DB5nX29Cg7,3878
yTSyYzbAV4,4202
VXSBTABQKZ,4218
1avxsc2WTb,4180
xHUSMxLQ6G,2758
eLsC5BnQNt,3679
gzt1C25sGL,5725
zigZTQLZKH,4405
cbEdjw8v9j,3122
4JMC6VK3I0,2134
eb8pLsEmBw,30579
8VYbO9o6a3,26675
ryd8MWTwOH,20558
zrpKbKYjCL,23433
HBhsHJRMWt,26917
gARvuOjGfz,22562
xaoWm1tO4M,2473
DRXzpULx3N,2696
XRIIyWl1eU,1768
GkW5c1J6cI,685
6i9sa7hccL,2199
s5KX7FPTjJ,1205
jNuYEhX1pB,3154
IRXUipdIKo,1638
EWanG0eUcw,1500
Op5hMNNoEH,1014
Z4bTaxDWv0,2997
RARfPbTzLJ,4695
qULrZsD3rh,2729
ZmHk3fn4AS,2487
xBL47ZTQqb,3081
IjMAPOGCyG,2348
EaynbEXApQ,3283
c62iaAYjFl,2775
1RgM4j8MVb,2439
NguZ9ID2k0,16912
S6ZbdWv2II,14040
qfbkDsEkth,15980
N7dnUr1Gtx,21512
SK1Od2xy2F,24411
citNhHiDSW,630
30m1DNylvH,1467
aClFvCgs1o,1727
RY0eMmGtpd,1855
VZP0RFkb5A,1860
Qu8ZJIDcgo,1116
xQmTHuraaz,4547
xqFFZOVpzj,6855
xklJIQh1z1,1833
BoHM4DHDSb,4949
H5N1Fd5oSq,2321
87RywsfTlI,6488
HClBaYXACd,2030
I35HNoLIV7,1451
avkOKE6W9u,3313
mtvC9Unn5O,6732
2es65Tq1AS,356
VY3tCPOgEv,8625
zggYJv9ypr,5252
0RtWQldx7f,4879
2F3Q1bVADB,45876
1COvZ1lL9q,43370
HTV8XKr4zB,3511
awvCT8mtPl,35643
oScZsn5y8S,22108
uonQih4VbG,504
CAiXPOD5qA,35296
75E54Je2DU,30552
KAODHpEQsw,2687
Lh1v3GesXG,1625
yWBooWBcGZ,1848
u3BhRfIXPC,1693
fxCfMFkE6k,1313
txLvFp0Jq0,1408
V4QOetIkJb,1304
y8P5kOj8Gc,1069
qBpFrDOe73,1119
uabiKBtMbv,2587
RcqsLM15UY,1532
TPEMdCdfCf,1774
50DxdQE4JS,1337
c7OqFGVvYC,1172
k5gWOrLVDG,1037
XdqyiJdA0H,1148
a6paip6yDd,1061
BYZqitD7UJ,868
YIEgKzK33B,660
rM0sBXK44g,394
RGMrgULQmi,450
CrZmQB6T7Z,661
dLeW545z6w,982
UQFpOnupvC,936
fSyFPa7mdC,805
iW8IWD795S,1487
Rrz8XA3Owh,1165
NZFbueB0l7,1160
1GX8TcqviS,2404
EYq96NhSdh,3016
m3zFs2t6tS,2854
zNuWQTnCgL,2697
5VCVBqL0iF,2362
IHDnukx4mh,1790
fkZpSCCXkq,1108
ljUD9NCDz8,1589
vgbkHwXdd3,1374
2SAvG3kye1,1941
TFRG45gw2e,749
FtEWut7OwO,3319
byYeKl1Ab0,3224
cWthDFVG8O,2861
SHWCK1Gqez,1243
LVUjuQq1Hy,676
yv2ADic2OJ,703
b0F70sHg3L,962
TRNtUDqZYo,4065
YwmWjeA29y,4252
HoTONhIbQP,279
gvtEcGvsqL,214
TDw2I1B2hm,707
N6mDnuSUqz,449
AlKcYrMviM,1409
PIsMbbzbUs,1548
ZDLAsBgyF5,3833
Gxj9jkXRd1,3369
EM16pVdWob,2198
mvVJIxYi7O,2923
NPHzx32DzZ,4993
8Fz8y5ry0N,276
xAPWBv4qZm,292
2CPufioHS1,264
30rSbVDnhm,274
None,461
None,490
None,272
None,459
None,1041
None,1063
None,1017
YnbD7jS5iW,1165
2WwtmyaKhu,1906
qiq0onYx3c,1999
dAVpHWBELC,2982
kcw1iMa2o4,2545
wLUSl4gGNc,1722
7vDR9uEQWK,2572
L8bf2a7KJn,1840
bSCwQyD6Q4,2988
ssZ8g5eJv9,2389
b148ukBXP5,2793
xthWzcFcaq,2201
IIgj2hMcKk,1912
VWKIcexUru,1562
eAUGCHIQeX,3414
kV68Gg4w5A,3221
XJqIrUDXju,2476
mhCvPbFl9n,2646
VvRDA9fxio,2854
OW4mqkCCfi,2572
368ZLtLhHx,2764
SMJ9mwNuQv,2319
vE3b5vmPRa,2172
vWVicACIcP,6000
Yvfva9Es3g,6250
UuwxahPpKm,3400
w6iC7kljyY,3912
XRULUnmRCp,4195
U5imIBOxVu,4538
WGpy4C3ivq,2960
Cfi5KuGRNB,3667
YqeCuYMCxz,2110
xEhPluDKSW,3917
oKivUzV4n2,2843
58za8PvyFr,2034
4oJ0xHF8V1,2280
JmsR8jttg6,3947
VTNtHnEWOH,2748
hrniJlzLiO,7132
lrBeRdo0Pc,3195
eOAZsnknZZ,1951
klEAsB2at8,1812
nEIxuULHFC,2437
8CKcQ41uq7,4242
sIrkVbKHGX,3054
gllzMje3kB,3123
j0M5vCIGvI,0
ek8nefcyvh,760
ltHoEjt0Ld,3035
cnThtVD8NK,2940
OCtbrlPZXv,2804
OFiVpKK9aV,108
7jHyJ3TVAT,92
WKUQEh4Dnk,77
oVVaCYDvmF,42
gg21DavP0Y,876
FoftBvleCK,2593
gErZwPmSBV,94
qErs1NSdQN,783
W6sfqOdv5R,889
BHXFauThMJ,864
YjAZreQELt,726
V5up88mCQl,3745
DSblAoTEFp,4296
utdTHlEJDE,4687
uuRz1zaiPi,1405
ri0Qdhmur4,1572
muY3otvEXp,1173
xCZECrPCB3,1567
OhMM6KoUbR,1407
so4ejCTKqQ,1321
cpV4hIrC3F,1582
7riPDbpGMg,1095
mHGpSTVvO9,1896
qSfUoNtIZg,1205
TL9ScpYp93,2207
HtDFWI1DbJ,1773
yerGEc2rj2,1155
aIBx4jc0zS,1000
xYLF6T1CkJ,1217
vfQYGWVfly,1015
VzjAlnu9fO,727
5rN0ytyBn6,505
MAozdsNGx1,344
JvR6BAsHn9,5348
dby60GeROS,773
mxysvU8gMG,604
j6VqeziXXb,909
AZBgSN0Xyx,1218
vzOHj5yP2e,891
pAQ9qstGHM,7408
GoFeuBmr8E,6533
SZMgnktwbo,6295
bH08WkKXVp,8026
mRG4TpEuzs,10455
wp4qA0yC7H,56
jZ5HebQjSw,66
z51U2aZBej,102
OittpRuBp3,83
ueXU32LUR4,6529
oUObRFfCxj,1966
BEx6z0DJ0R,1361
a9ZdgT31D2,2514
x4mpIM3UWJ,2689
abJtWQHJE9,3384
yYG1ojWIZb,4465
8vtysEGIsW,5270
w9tQ5zzbM6,887
LRTtLTiZia,1130
gpQvEBulsC,1090
0SkIB7M9DQ,992
vxPXNWOQcM,744
nuwu9AmSHf,2794
d0ec8HJ7lD,2590
zGuXEUBXAs,1477
E1w29Iw35s,59
kdlDGSNTIV,50
33jhww2n0g,67
He63RFm8HF,3800
rgkP2WpV2O,5428
A0DvzWb88y,927
sHuNVsAp9z,2311
K6KQuMcWbv,2320
ciT8UJszC9,1249
WdfQi2v1DD,5441
Lrk1BBeFJN,4304
1ucK3JaBXh,998
EwMkeFMKEZ,1424
vEdW78fA3d,733
YRbczypjkZ,2223
i0UX9LQ9nv,1181
58nCb7Bocs,1619
VqKT2jYoCP,1679
jkBZvhh8oX,987
Dqv52NXlGK,852
J7ZM4NiWqb,1552
ZLSQkQ8QwX,2019
6bkvNxXsRu,2279
GD7pF4URFt,701
6gTn09alPD,745
RlNlUaEEoC,763
QbWizkBseo,555
gIE8a2rLDu,2032
ChlIjF9DHC,447
4BUC1chiFb,511
yWpvpIozXf,552
Oh7N2xUgid,545
91OeDVwAeW,408
ck7GShnoqP,4294
Msw1xFQ9Wd,4821
rddGebJwVb,4641
byG7vjkgrj,237
NODrcLz6up,200
kzgaKkLoDs,2399
tYLjoXJiuv,3261
gFeuknTDuA,5189
BCDLr73lU2,5684
EJaE4E3ol2,4708
KDU0sFtW2B,4395
uM1n6G65RV,4436
INW5JjiVJ0,4021
ICUSVhFexN,4128
ttMQOMOVMr,3610
qqyEe0WV4S,11049
7e7qNwQ3rB,8180
vUPzEIJgqt,432
NFDH8v5sND,544
GNHcF2EglZ,3658
C7eEltoKsc,79
rIMbjXitN8,659
E8N4DvzIhX,2313
c7iEb0E46u,1442
xVYU3WL1yk,830
Nzn0ELOAAG,886
7K64tO1dMk,905
Wgd8sFMk33,434
XWpLvxBWeL,319
Sld0LFHoVc,75
Lgj59tqtlP,582
MaWnnJyo7d,927
eEdOojyA6M,877
FFG1Co4LG7,1768
HvmZHGuiEr,1933
iv6yUD2eLg,2004
rfpBGljPSZ,1317
BFDXBDcObk,1053
XwBiCCnUqC,3931
pzg5849iAd,2583
61WnCs0eL7,1443
mrmn4ur33d,1550
ryNeH7S3Hk,2584
g8K4ZQyXjC,2146
P4reDkFPw7,1599
WkZiMZFlnu,18
gY0vkLzc7B,33
WHQZRGQ6kC,1935
JvXm1VS9z7,4
nnbnZENPDG,2737
gbWFxNNuVN,1736
lBbKqF7AxH,2148
LPkT88zaP6,3278
1nCSOK9HdG,4863
vxFKCjPu8J,5304
DUIBMTu8jO,2449
Gk1cyAhz6G,2259
Y19OiL1zDM,2955
wcJ1ru0GeZ,1902
a78Wntz24L,1888
SDJIM0Ejlx,2218
IyV9p4s4Bm,2100
hNU1NOCUUx,1726
None,26
None,0
None,25
A4ak6y9Xyd,3034
T0yOs8LKdu,3562
NS0uqdRPC2,3322
ZEh71IKdKF,2538
YLKtDlwBJL,1819
XeKNHbv6sW,1628
Ew3zpUYrFX,3500
VTmKo2jnnP,3455
ciwYEYyZ51,2387
NSgX01AKLH,737
fFLXglqlKT,445
6ngFVI5Mcz,569
pQyMoCJzEX,1748
7MU8a9Ph2p,1902
eZy6bb94KC,1500
7FG3DXNGSt,2356
SFwWZWi8M9,1480
4UR7hxAbXY,1582
S4DafcLg9K,2382
gE6NwGEH40,8029
cAq05xnKmx,5916
3QsOmToUbq,1716
AUqMlYyHqv,2447
lUBn2MGF5R,2890
n5LUJMhESt,2296
rXhk7tQbmI,1754
5iRdXIBErp,2212
dgbaQpA8gO,4968
nyg3xGNgCf,7432
CFSy16wGgu,4317
UvA1u8dfol,4439
ApjAqsNoME,624
OCJvNyuDq1,6126
fREpEQmkuO,5304
F7i2Fq95bI,12050
QVyNUJiYH3,1516
haDsEI72Yu,2395
XlBgmy8CVK,9314
SuqdyhqNdp,11681
AMEbvwg76m,2193
keesuha6lW,6063
eF3ODpsBvD,4318
Pb3uO9j4pX,2349
r3BmdFBb7Z,4050
bTmDSElb0j,50
GCooqObHx6,2674
0eq1cgBZXz,2039
tLuWLxb9fe,2974
wuefGdwNs2,2740
1cJGjFMaWn,2175
Dk4SmyofOK,7283
YzXmyKNfsn,4638
5ywlkRzHF6,6324
07sJbq1Os2,5137
NB7hs581hj,3545
egIRBOWdCt,399
3N9nvGhYbP,446
gyTR0lsSbp,363
GvxXqYLzDN,384
CqEgfcdhpT,405
qEg1t3nOMb,393
dlmnZNncrh,416
CAp7EDbCEc,1456
aTvZdsbNRC,2561
PVliwKfFME,2105
z4WMNt7FaE,3299
i5QJN2nX0f,2321
1KbVHpnrdk,3798
l6PMSFSzHZ,2364
hKEEpQsDcL,1527
RbTUyPUGYL,1363
XAhfPlN4oe,1006
NaB1MLIoHs,1230
xFGvaCIyKz,46
nNYJKYKBdU,1733
PJWWlq68uC,1181
w7ypXNV4UE,2094
hpfDJ52Gbo,1902
WQSdYS29PF,1825
geWd6Hr9rI,802
V2oQoNcnPG,448
a8bCqVdTGa,609
aUdanrvUqO,2693
FCxBtbEv0w,3873
BZsyyk0SIL,8083
NPR3L3kMac,14968
uTvGP5tRKW,10153
FuXuridv0V,3176
yPMBZpxdmW,4808
SkttvYuGKs,3626
257MrnE3b4,1855
giMDHZ86Sc,1630
30imMZQugS,1383
5NVJ1CYlhf,1361
myDqk9muff,2063
EhsI04cGSG,1205
CpCFAR2l04,1658
hEzs9UUj0i,5056
jiPN22rHae,775
eC0cvClx1j,950
iGA6cIqS4f,1172
5CJjNAK666,1359
CuIerC9BBA,1323
NisAKJEz0N,1070
bAD719Z8EK,1123
jAhGzokAun,1646
OYIACG19pI,1746
OU2JsZgUpO,1751
j6T3MIOz5T,214
hmZRcJaUNV,1021
80UCrUbzRc,1024
SVmSvuyMQg,1271
fUofvP3gai,781
BcRDtcH2BS,2283
CLQlpVIrvA,1251
HCwJPPNFNB,969
N2I84XFLq0,887
ArQToQV27d,631
j0E5pVDzKw,7439
GQoAs6qjrj,3128
tXtqQBp3JI,1745
nPRgH2311m,2072
lHupjGYg07,5296
rVdoBMvJwk,2184
j9NKi434Qd,4459
mo6JwTwRjm,4136
WSGGR25qfu,3702
UGYsHClML2,2024
OcGdyueyj3,2379
VVQdEtEr7V,2260
fM4BK2HzFN,1724
P1pFTvTCQw,941
None,0
None,0
None,0
None,0
ipO95GYi4t,2888
01oWRDwzAu,2737
m90tAm45zW,2155
gcUfqaeaHj,3539
uaeDTD5hGl,1688
9vT0Pi5bmA,2152
aG2HIOjIQL,3751
AfUt9XIbDJ,4456
1JTMzWl5CI,1940
gA5ZBWtt8H,2061
None,0
None,54
None,0
None,65
x94Gc861Il,866
6GZhdgJAZ8,845
ILNX9WJDnc,2241
JF9QN92rIR,1458
0iG8cT2R0Q,3217
4Y1aKaOAkm,2399
F4EFvzCHQU,1583
i87mf1xJIl,2291
ZRB5B7HQaq,1029
bny1ru8e9Y,2921
52nlqWSWzF,1974
None,43
None,55
None,0
None,0
None,0
None,0
None,82
None,74
None,159
None,192
None,0
None,0
None,0
None,0
None,0
None,0
None,0
None,78
None,66
None,73
None,46
None,134
None,108
None,56
None,59
None,42
None,33
None,33
None,34
None,34
None,26
None,7
None,5
None,2
